URI	label	Description	mixsid	valueType	units	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000362	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000374	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000374	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000374	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000374	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000659	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000659	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000659	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000659	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000418	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000418	organism name;measurement value;enumeration	number of organism per cubic meter	
